"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"43706",0.4,1,0.35,0.555807777881346,0.511842877737685,13063,0.286238919546946,0.112453801429797,879,0.462790076760575,0.820634475536644,0.716775990556926,0.88476112051867,4,5,5,4,3,2,1,4,863,80,87,1,21,49,25,1
"43707",0.4,1,0.35,0.582373128328811,0.55509462770921,10901,0.251023597544937,0.190169032395151,919,0.884490033425391,0.986845435155556,0.974760229885578,0.857639113860205,5,5,4,4,3,4,4,4,311,903,1,16,202,130,1,3
"43708",0.4,1,0.35,0.550487104051398,0.513659491944689,10372,0.14076310130462,0.0383257648659127,900,0.546249634353444,0.875206255493686,0.604037411697209,0.983237500395626,5,4,4,4,1,4,4,4,117,14,358,1,26,2,222,1
"43709",0.4,1,0.35,0.527057599645086,0.454891163039675,17220,0.101183944092464,0.0553456158503255,838,0.592905507376418,0.831356502417475,0.574524032138288,0.959361887956038,4,4,5,5,4,4,2,4,67,3,82,453,34,3,44,293
"43710",0.4,1,0.35,0.521761104328473,0.460534768476608,16897,0.154326243115929,0.101682419954406,879,0.66623415267095,0.480445690220222,0.634394673863426,0.621589463111013,4,4,4,4,4,2,3,3,28,158,280,46,27,61,398,114
"43801",0.4,1,0.4,0.529593388039341,0.518680425809609,15160,0.100139885166659,0.0469232568737236,971,0.521009158622473,0.939033810980618,0.966805161163211,0.796478675492108,4,4,5,5,2,4,4,3,27,1,22,161,12,1,10,225
"43802",0.4,1,0.4,0.530891790667072,0.486554055007004,15256,0.0360851127042261,0.0121050552423289,890,0.451081581320614,0.535261969873682,0.564718313794583,0.563383039738983,5,4,4,5,2,3,3,2,296,52,7,199,245,31,5,109
"43803",0.4,1,0.4,0.556108841547994,0.541356252233184,11879,0.152131496927368,0.108142746187251,945,0.96630360330455,0.966084975190461,0.477495386032388,0.900069289375097,4,5,5,4,4,3,2,4,1,72,262,6,1,52,202,2
"43804",0.4,1,0.4,0.541470551649974,0.513940611621442,16599,0.140765754222975,0.108998636257962,944,0.761260404856876,0.762636432424188,0.47478006654419,0.57676055454649,4,5,4,4,4,3,3,3,1,577,47,702,1,340,130,126
"43805",0.4,1,0.4,0.536470665910394,0.527194519487014,18198,0.0170885954931994,0.00680744484326384,981,0.888144528958946,0.556256662821397,0.834643535595387,0.943655290780589,5,4,4,4,3,2,3,4,118,22,23,89,239,39,21,64
"43806",0.4,1,0.4,0.533474921826141,0.532237431955814,15139,0.17169617300035,0.0825036148304781,965,0.462790076760575,0.820634475536644,0.716775990556926,0.88476112051867,4,5,5,4,2,2,2,4,207,216,207,1,125,240,202,1
"43807",0.4,1,0.4,0.56110144057623,0.564552740893528,13004,0.223481431673028,0.120884889182771,1018,0.884490033425391,0.986845435155556,0.974760229885578,0.857639113860205,5,5,4,4,2,3,4,4,169,384,1,35,262,231,1,3
"43808",0.4,1,0.4,0.567043163049741,0.553940728684286,9246,0.0479520819527017,0.0166074007564929,966,0.546249634353444,0.875206255493686,0.604037411697209,0.983237500395626,5,4,4,4,1,4,3,4,77,27,598,1,45,2,9,1
"43809",0.4,1,0.4,0.522960435781543,0.488167688527228,18267,0.0311171866064657,0.0126965643051101,939,0.592905507376418,0.831356502417475,0.574524032138288,0.959361887956038,4,4,5,5,3,3,3,3,156,4,722,5,144,6,11,4
"43810",0.4,1,0.4,0.528039946388479,0.504640352121238,19651,0.0618295829687265,0.0342709686628103,969,0.66623415267095,0.480445690220222,0.634394673863426,0.621589463111013,4,4,4,4,4,2,3,3,3,321,186,74,3,118,102,136
"43901",0.4,1,0.45,0.516454854129291,0.562732024859486,16378,0.0808422753068045,0.0406145203927168,1056,0.521009158622473,0.939033810980618,0.966805161163211,0.796478675492108,4,4,5,5,2,4,3,3,200,1,157,151,66,1,55,33
"43902",0.4,1,0.45,0.521702504011942,0.507835896308819,18391,0.0216499481559235,0.00916224162348967,978,0.451081581320614,0.535261969873682,0.564718313794583,0.563383039738983,5,4,4,5,2,3,3,2,608,2,26,134,322,2,14,95
"43903",0.4,1,0.45,0.552765077596881,0.581873913860262,12022,0.13034078986106,0.0866080588886782,1038,0.96630360330455,0.966084975190461,0.477495386032388,0.900069289375097,4,5,5,4,4,4,2,4,1,612,567,2,1,242,274,2
"43904",0.4,1,0.45,0.552059353418076,0.558179469594785,16967,0.193536847501383,0.0763929409598632,1030,0.761260404856876,0.762636432424188,0.47478006654419,0.57676055454649,4,5,4,4,4,2,3,2,1,35,26,143,1,7,9,239
"43905",0.4,1,0.45,0.517156449391461,0.542732175885496,18244,0.00892953934665432,0.00403081531594901,1062,0.888144528958946,0.556256662821397,0.834643535595387,0.943655290780589,5,4,4,4,3,2,4,3,852,15,40,22,71,230,235,57
"43906",0.4,1,0.45,0.548355924664995,0.579698147442977,15420,0.136555689841061,0.0265692233177655,1058,0.462790076760575,0.820634475536644,0.716775990556926,0.88476112051867,4,5,5,4,2,3,2,4,189,768,492,1,34,204,6,1
"43907",0.4,1,0.45,0.538151422087883,0.583101741815437,15188,0.0640414787995928,0.0283003474729954,1099,0.884490033425391,0.986845435155556,0.974760229885578,0.857639113860205,5,5,4,4,2,2,4,4,266,30,1,31,74,41,1,8
"43908",0.4,1,0.45,0.543731421858816,0.590106284114381,14125,0.0188657667307457,0.00592182491596549,1081,0.546249634353444,0.875206255493686,0.604037411697209,0.983237500395626,5,4,4,4,1,4,2,4,9,6,211,1,4,2,362,1
"43909",0.4,1,0.45,0.497103746455406,0.537696938794504,21711,0.0154379085965045,0.00684665605344564,1036,0.592905507376418,0.831356502417475,0.574524032138288,0.959361887956038,4,4,5,5,4,4,2,3,51,139,220,97,56,95,170,48
"43910",0.4,1,0.45,0.520464836919029,0.540673478441544,20365,0.0422096422098437,0.0251350987829871,1052,0.66623415267095,0.480445690220222,0.634394673863426,0.621589463111013,4,4,4,4,4,2,3,4,2,368,34,161,2,303,249,1
"44001",0.5,0.5,0,0.791376665922121,0.36538573687205,2455,0.897109941900039,0.402558812302992,184,0.5,0.5,0.5,0.5,4,4,5,5,4,4,1,2,1,23,3,96,1,4,3,30
"44002",0.5,0.5,0,0.812951341672509,0.37502564504655,1919,0.689444610354849,0.426422479593906,197,0.5,0.5,0.5,0.5,5,4,4,5,2,4,4,3,8,1,7,123,8,1,7,38
"44003",0.5,0.5,0,0.765891275830536,0.244156409160289,1957,0.799230254740613,0.757137894553191,189,0.5,0.5,0.5,0.5,4,5,5,4,4,5,5,4,2,8,26,6,2,5,11,4
"44004",0.5,0.5,0,0.818542873230373,0.365917703671238,1449,0.93619534295158,0.637428572910857,223,0.5,0.5,0.5,0.5,4,5,4,4,4,2,4,4,5,145,2,1,4,74,2,1
"44005",0.5,0.5,0,0.824783500114735,0.391167235513535,1566,0.893415582290124,0.649561406782574,225,0.5,0.5,0.5,0.5,5,4,4,4,2,4,4,4,78,17,1,2,24,9,1,2
"44006",0.5,0.5,0,0.789863763439952,0.308090089554123,1967,0.624796949383079,0.535546489096555,195,0.5,0.5,0.5,0.5,4,5,5,4,4,3,3,4,1,64,56,3,1,25,22,3
"44007",0.5,0.5,0,0.789222852378939,0.355770459080275,1951,0.688375428668374,0.426719064766355,183,0.5,0.5,0.5,0.5,5,5,4,4,3,2,4,4,125,113,3,1,39,78,6,1
"44008",0.5,0.5,0,0.762208170036787,0.270769357910004,1838,0.85802103091235,0.663337905909755,205,0.5,0.5,0.5,0.5,5,4,4,4,2,4,4,4,44,1,4,2,19,1,3,2
"44009",0.5,0.5,0,0.829163209393346,0.345400048322765,1924,0.771461062777457,0.464149627876031,173,0.5,0.5,0.5,0.5,4,4,5,5,4,4,2,3,2,1,128,146,2,1,63,77
"44010",0.5,0.5,0,0.793627146994742,0.322380647245068,1652,0.920846447609393,0.910545872938408,238,0.5,0.5,0.5,0.5,4,4,4,4,4,4,4,4,12,3,10,1,9,3,8,1
"44101",0.5,0.5,0.05,0.664487317201072,0.268914978380329,4128,0.683125333062062,0.336104162847983,273,0.5,0.5,0.5,0.5,4,4,5,5,4,4,2,2,1,17,216,139,1,6,125,46
"44102",0.5,0.5,0.05,0.700380439918845,0.313308718259969,3517,0.511580887994449,0.336097766112807,291,0.5,0.5,0.5,0.5,5,4,4,5,3,4,4,2,163,1,3,79,54,1,3,21
"44103",0.5,0.5,0.05,0.619758161159435,0.212332889057528,5856,0.522481466004722,0.455964724603771,273,0.5,0.5,0.5,0.5,4,5,5,4,4,4,3,4,2,27,23,21,2,18,25,17
"44104",0.5,0.5,0.05,0.69125847179092,0.31950153001393,3404,0.815356970643282,0.564475595073063,314,0.5,0.5,0.5,0.5,4,5,4,4,4,2,4,4,10,139,5,1,7,55,3,1
"44105",0.5,0.5,0.05,0.700190586660053,0.311873774915751,2975,0.640939588562052,0.550305216605803,318,0.5,0.5,0.5,0.5,5,4,4,4,3,4,4,4,19,3,1,4,36,2,1,3
"44106",0.5,0.5,0.05,0.671240151699749,0.294076078314669,3979,0.488107277827623,0.381636716529584,279,0.5,0.5,0.5,0.5,4,5,5,4,4,3,3,4,1,16,144,23,1,14,95,10
"44107",0.5,0.5,0.05,0.655585235708682,0.254484274280414,4611,0.787009813906268,0.397502170687274,267,0.5,0.5,0.5,0.5,5,5,4,4,3,1,4,4,231,8,2,1,131,7,2,1
"44108",0.5,0.5,0.05,0.659518457228381,0.250746828608037,4186,0.890996701609418,0.571240161416343,297,0.5,0.5,0.5,0.5,5,4,4,4,1,4,4,4,24,4,81,1,40,8,25,1
"44109",0.5,0.5,0.05,0.644788773091143,0.228888091025861,3871,0.740231110964153,0.411074028101746,262,0.5,0.5,0.5,0.5,4,4,5,5,4,4,3,2,1,3,83,241,1,3,3,152
"44110",0.5,0.5,0.05,0.661443016148178,0.272506437376857,4270,0.838804048718424,0.781256835730457,323,0.5,0.5,0.5,0.5,4,4,4,4,4,4,4,4,40,1,2,4,21,1,2,8
"44201",0.5,0.5,0.1,0.609726446315613,0.249552851722445,6684,0.513639706026236,0.224465569356118,365,0.5,0.5,0.5,0.5,4,4,5,5,4,4,2,2,1,19,12,126,1,7,17,137
"44202",0.5,0.5,0.1,0.631279803787544,0.302286353788826,5542,0.588018415219723,0.281065374580612,385,0.5,0.5,0.5,0.5,5,4,4,5,2,4,4,2,321,1,10,135,197,1,23,98
"44203",0.5,0.5,0.1,0.558198935127888,0.231354593006839,8465,0.317356590598467,0.248929388259722,384,0.5,0.5,0.5,0.5,4,5,5,4,4,4,2,3,15,22,79,167,8,15,42,128
"44204",0.5,0.5,0.1,0.660251587207697,0.307451386106299,5204,0.477141766632766,0.305760683838013,394,0.5,0.5,0.5,0.5,4,5,4,4,4,2,4,4,3,16,13,2,2,14,8,3
"44205",0.5,0.5,0.1,0.659604687507422,0.330613649066342,4378,0.499660253462963,0.333587447257418,393,0.5,0.5,0.5,0.5,5,4,4,4,2,4,4,4,32,30,2,1,20,15,2,1
"44206",0.5,0.5,0.1,0.600510670731707,0.262111856234062,5935,0.529975982039258,0.359101501226723,360,0.5,0.5,0.5,0.5,4,5,5,4,4,2,2,4,2,16,70,1,2,10,35,1
"44207",0.5,0.5,0.1,0.584426588651285,0.234835082438979,7918,0.614871055676413,0.31424630929231,357,0.5,0.5,0.5,0.5,5,5,4,4,3,1,4,4,59,20,16,1,34,9,11,1
"44208",0.5,0.5,0.1,0.600335307193694,0.264279039921645,7908,0.523297489193641,0.346782611350005,402,0.5,0.5,0.5,0.5,5,4,4,4,2,4,3,4,283,17,11,1,184,8,7,1
"44209",0.5,0.5,0.1,0.588280315048287,0.211592710807963,6100,0.872564672153679,0.353053729654954,348,0.5,0.5,0.5,0.5,4,4,5,5,4,4,1,2,2,1,10,255,2,1,6,164
"44210",0.5,0.5,0.1,0.614857883345168,0.277787625501803,7120,0.60254903628167,0.559894164926221,403,0.5,0.5,0.5,0.5,4,4,4,4,3,4,4,4,40,167,6,23,42,1,6,17
"44301",0.5,0.5,0.15,0.574904675259678,0.285658206353324,10125,0.217524185785217,0.106739551982528,459,0.5,0.5,0.5,0.5,4,4,5,5,4,4,2,3,1,203,42,455,1,7,26,285
"44302",0.5,0.5,0.15,0.612753563596491,0.328068639695571,8227,0.417594133584097,0.255610004389177,480,0.5,0.5,0.5,0.5,5,4,4,5,2,4,3,2,70,1,8,43,20,1,10,15
"44303",0.5,0.5,0.15,0.518303171944732,0.248762308184553,11836,0.192493789210929,0.128331091456318,457,0.5,0.5,0.5,0.5,4,5,5,4,4,4,2,3,12,5,30,150,10,5,44,134
"44304",0.5,0.5,0.15,0.597565921540608,0.304999537039989,7319,0.367526217300345,0.224243805421839,485,0.5,0.5,0.5,0.5,4,5,4,4,4,2,4,4,24,59,17,1,12,31,10,1
"44305",0.5,0.5,0.15,0.621099366386215,0.349963822766666,5998,0.33473039178863,0.215124858239942,482,0.5,0.5,0.5,0.5,5,4,4,4,2,4,4,4,15,172,1,38,35,82,1,11
"44306",0.5,0.5,0.15,0.569304383618028,0.300543182727803,8606,0.368984300747216,0.246246751187135,452,0.5,0.5,0.5,0.5,4,5,5,4,4,3,2,4,1,173,31,3,1,82,215,4
"44307",0.5,0.5,0.15,0.540265843769632,0.25851047264385,12107,0.237991299748754,0.11368613645258,457,0.5,0.5,0.5,0.5,5,5,4,4,3,2,3,4,3,185,18,8,3,91,15,111
"44308",0.5,0.5,0.15,0.562474226804124,0.277602598388493,9596,0.489901093642815,0.209194772361253,485,0.5,0.5,0.5,0.5,5,4,4,4,1,3,2,4,11,21,183,7,7,11,80,5
"44309",0.5,0.5,0.15,0.54272023117557,0.265180230316034,8349,0.640098831136692,0.222694676652385,446,0.5,0.5,0.5,0.5,4,4,5,5,4,4,1,1,1,14,32,27,1,5,17,14
"44310",0.5,0.5,0.15,0.60287034326481,0.313531700747982,8905,0.389425419855691,0.331867623650582,488,0.5,0.5,0.5,0.5,4,4,4,4,2,4,4,4,9,442,13,16,8,21,20,78
"44401",0.5,0.5,0.2,0.536287620600727,0.294762433958936,12955,0.140334695829589,0.0523558215431422,551,0.5,0.5,0.5,0.5,4,4,5,5,4,3,1,2,2,28,14,240,2,17,66,105
"44402",0.5,0.5,0.2,0.538235790038535,0.320506368545367,10102,0.336696665550178,0.197167890192333,567,0.5,0.5,0.5,0.5,5,4,4,5,2,4,3,2,9,1,2,153,90,1,3,54
"44403",0.5,0.5,0.2,0.512220062695925,0.284213224921933,15917,0.116864522898754,0.0622672836677261,550,0.5,0.5,0.5,0.5,4,5,5,4,3,4,2,2,10,41,215,132,10,55,111,152
"44404",0.5,0.5,0.2,0.570963490439846,0.336384152193353,9751,0.238701987198122,0.147320754762604,568,0.5,0.5,0.5,0.5,4,5,4,4,4,2,4,4,500,386,7,18,3,238,7,16
"44405",0.5,0.5,0.2,0.58632959710159,0.36640567696401,7593,0.194293939389067,0.123605701863373,557,0.5,0.5,0.5,0.5,5,4,4,4,2,3,4,4,180,24,1,130,57,12,1,5
"44406",0.5,0.5,0.2,0.534868915224254,0.309606653213972,11692,0.310545536267899,0.198568534174978,547,0.5,0.5,0.5,0.5,4,5,5,4,4,3,3,4,2,40,16,4,2,32,10,4
"44407",0.5,0.5,0.2,0.52713159318553,0.292776107856366,16111,0.0696557960089792,0.0272624359983281,549,0.5,0.5,0.5,0.5,5,5,4,4,3,2,3,3,7,76,2,18,6,43,2,15
"44408",0.5,0.5,0.2,0.534903209535562,0.306989946237747,11672,0.19161678656621,0.0989841954326708,572,0.5,0.5,0.5,0.5,5,4,4,4,2,3,3,4,95,10,19,1,139,8,27,1
"44409",0.5,0.5,0.2,0.5502344826163,0.303638035044027,10661,0.333614737255264,0.111539801180333,526,0.5,0.5,0.5,0.5,4,4,5,5,4,4,1,1,2,8,9,59,2,7,11,35
"44410",0.5,0.5,0.2,0.576528334745882,0.356738911403761,9267,0.226073239939641,0.187068114428389,573,0.5,0.5,0.5,0.5,4,4,4,4,3,4,4,4,426,36,18,113,41,24,14,50
"44501",0.5,0.5,0.25,0.496029062616208,0.321635680527783,14930,0.0258765928341289,0.0080884503939633,645,0.5,0.5,0.5,0.5,4,4,5,5,4,3,2,2,13,545,117,16,15,63,97,17
"44502",0.5,0.5,0.25,0.5282115201987,0.344021412959606,13429,0.2619080376404,0.146516657058615,648,0.5,0.5,0.5,0.5,5,4,4,5,2,4,3,2,6,1,423,22,5,1,21,14
"44503",0.5,0.5,0.25,0.486001793651672,0.311540694296566,19421,0.0675297917858738,0.0302667174898325,636,0.5,0.5,0.5,0.5,4,5,5,4,4,3,3,2,103,134,92,104,64,168,82,87
"44504",0.5,0.5,0.25,0.548423763662431,0.365640421748658,11836,0.196647067856861,0.133096736550518,659,0.5,0.5,0.5,0.5,4,5,4,4,4,2,4,4,8,370,270,5,20,143,283,4
"44505",0.5,0.5,0.25,0.566542046694853,0.386931820423939,8634,0.135587242683851,0.0773018664437725,649,0.5,0.5,0.5,0.5,5,4,4,4,2,3,4,4,499,126,166,33,271,40,61,14
"44506",0.5,0.5,0.25,0.528890098801958,0.3557438287152,13513,0.255349190366184,0.132773388072008,648,0.5,0.5,0.5,0.5,4,5,5,4,4,2,2,3,1,295,48,12,1,208,96,7
"44507",0.5,0.5,0.25,0.538718127099776,0.349930629107468,14522,0.0528108159253038,0.0134592454757635,647,0.5,0.5,0.5,0.5,5,5,4,4,4,1,3,4,337,59,18,1,254,39,11,1
"44508",0.5,0.5,0.25,0.514591516103692,0.346331443304927,15395,0.0859249301807773,0.0526100878592896,670,0.5,0.5,0.5,0.5,5,4,4,4,3,3,3,4,216,70,369,4,119,142,7,4
"44509",0.5,0.5,0.25,0.526804415109201,0.341501793184764,13062,0.109660449368768,0.0404598938971457,607,0.5,0.5,0.5,0.5,4,4,5,5,4,3,2,2,1,10,52,26,1,9,211,62
"44510",0.5,0.5,0.25,0.545028766387131,0.373679749326284,12312,0.272145584443319,0.207474221223567,662,0.5,0.5,0.5,0.5,4,4,4,4,2,3,4,3,28,35,314,19,18,78,222,13
"44601",0.5,0.5,0.3,0.484679818355856,0.354950869478131,17840,0.0135375401065469,0.0048687044130192,737,0.5,0.5,0.5,0.5,4,4,5,5,4,3,3,2,4,69,152,53,4,173,194,49
"44602",0.5,0.5,0.3,0.515739471824309,0.378111549043545,15571,0.151062667916813,0.0809071906389235,732,0.5,0.5,0.5,0.5,5,4,4,5,3,4,3,2,21,1,7,144,22,1,54,258
"44603",0.5,0.5,0.3,0.501057924759224,0.36825779142144,18377,0.0430640486736078,0.014997029364179,726,0.5,0.5,0.5,0.5,4,5,5,4,2,4,2,1,1,153,151,12,1,260,115,11
"44604",0.5,0.5,0.3,0.555953011265071,0.417694525557873,10612,0.166676248570976,0.107337528865268,734,0.5,0.5,0.5,0.5,4,5,4,4,3,2,3,4,52,103,6,1,20,104,7,1
"44605",0.5,0.5,0.3,0.5633618533294,0.429067657044721,10088,0.09968510072811,0.0496352861519767,746,0.5,0.5,0.5,0.5,5,4,4,4,1,2,4,4,4,108,114,17,3,238,181,10
"44606",0.5,0.5,0.3,0.54180150332169,0.424947272343963,16224,0.261190069190268,0.116924117334249,744,0.5,0.5,0.5,0.5,4,5,5,4,4,2,2,4,399,499,44,35,4,173,90,113
"44607",0.5,0.5,0.3,0.507839569219631,0.375558486321499,16450,0.0210125115314733,0.00536662028199076,732,0.5,0.5,0.5,0.5,5,5,4,4,2,1,2,4,510,15,42,25,310,19,32,24
"44608",0.5,0.5,0.3,0.530542829893857,0.396319324213303,15581,0.110523201309647,0.0600588841018639,754,0.5,0.5,0.5,0.5,5,4,4,4,3,3,2,4,724,369,299,1,58,3,3,1
"44609",0.5,0.5,0.3,0.539320029974189,0.380741949060568,15657,0.045050028016412,0.0141141052207745,685,0.5,0.5,0.5,0.5,4,4,5,5,4,2,1,3,84,54,31,199,1,33,22,194
"44610",0.5,0.5,0.3,0.520529269395463,0.410897970847185,15350,0.127509917942013,0.0921607985660775,755,0.5,0.5,0.5,0.5,4,4,4,4,3,3,3,3,170,25,9,555,209,25,7,334
"44701",0.5,0.5,0.35,0.486127975994468,0.405101520980342,21231,0.00771076909067598,0.00366268444611585,832,0.5,0.5,0.5,0.5,4,4,5,5,4,3,2,3,456,224,286,670,6,91,347,49
"44702",0.5,0.5,0.35,0.512777402429977,0.423482830044833,17995,0.0661781205877961,0.0358789358896184,817,0.5,0.5,0.5,0.5,5,4,4,5,3,4,3,2,131,1,429,108,267,1,17,74
"44703",0.5,0.5,0.35,0.492655652565285,0.404591865822077,18706,0.0234941526702216,0.0079600839774198,811,0.5,0.5,0.5,0.5,4,5,5,4,3,4,2,2,111,386,61,771,109,23,60,49
"44704",0.5,0.5,0.35,0.534721534244766,0.44718089995809,14732,0.139957328930232,0.069252571330735,824,0.5,0.5,0.5,0.5,4,5,4,4,2,2,3,4,210,174,2,64,129,217,2,42
"44705",0.5,0.5,0.35,0.547097141457158,0.457212753146625,10752,0.0358314520815595,0.0160154318527636,831,0.5,0.5,0.5,0.5,5,4,4,4,2,3,4,4,44,289,185,301,203,171,228,11
"44706",0.5,0.5,0.35,0.508012500320193,0.430366836337194,20536,0.136335142697521,0.0598119919848639,845,0.5,0.5,0.5,0.5,4,5,5,4,3,2,2,3,330,64,347,111,18,44,2,73
"44707",0.5,0.5,0.35,0.520639071566731,0.4286276561063,17964,0.00587922447919459,0.00253143000880069,825,0.5,0.5,0.5,0.5,5,5,4,4,2,1,3,4,525,13,91,1,325,9,101,1
"44708",0.5,0.5,0.35,0.509934005253792,0.431316271308985,17742,0.0149403728109124,0.00930306888384639,849,0.5,0.5,0.5,0.5,5,4,4,4,2,2,2,4,41,57,162,12,28,31,132,101
"44709",0.5,0.5,0.35,0.530433397570753,0.42091545687389,18232,0.0199829998657184,0.00889193900564244,779,0.5,0.5,0.5,0.5,4,4,5,5,4,2,2,2,1,111,246,16,1,109,150,23
"44710",0.5,0.5,0.35,0.508729017376091,0.43023449413144,16326,0.140757345955031,0.0664060922331372,846,0.5,0.5,0.5,0.5,4,4,4,4,2,2,4,2,30,49,191,292,33,104,3,293
"44801",0.5,0.5,0.4,0.480182600489065,0.452937716466675,19790,0.00983959182304415,0.00401780742859233,929,0.5,0.5,0.5,0.5,4,4,5,5,4,2,2,2,49,50,122,167,73,74,352,100
"44802",0.5,0.5,0.4,0.509340078160326,0.461078108292967,20562,0.0441092223743313,0.0189422633301881,904,0.5,0.5,0.5,0.5,5,4,4,5,3,4,2,2,303,623,322,31,263,355,266,25
"44803",0.5,0.5,0.4,0.493494792502657,0.4383352944283,21709,0.0140529383391043,0.00508708741786281,903,0.5,0.5,0.5,0.5,4,5,5,4,3,3,3,1,162,30,346,6,145,25,122,6
"44804",0.5,0.5,0.4,0.533859962287869,0.496051163437931,17527,0.0661608524925465,0.0316618252580367,925,0.5,0.5,0.5,0.5,4,5,4,4,3,2,2,4,646,627,26,380,27,403,17,283
"44805",0.5,0.5,0.4,0.540463578556174,0.521492396517287,13785,0.0198195246481828,0.0104032594075563,926,0.5,0.5,0.5,0.5,5,4,4,4,2,3,3,3,2,538,4,22,2,179,4,44
"44806",0.5,0.5,0.4,0.486666178413666,0.458886378831512,21312,0.036611694355365,0.0152770603542232,943,0.5,0.5,0.5,0.5,4,5,5,4,3,2,2,4,115,105,28,31,134,60,19,41
"44807",0.5,0.5,0.4,0.486847480068738,0.445341192426556,20659,0.00361120297431915,0.00136395651333089,922,0.5,0.5,0.5,0.5,5,5,4,4,2,2,2,3,652,723,16,747,11,5,12,4
"44808",0.5,0.5,0.4,0.504520189947411,0.48493134336592,20920,0.00918192676444424,0.00584294087097447,934,0.5,0.5,0.5,0.5,5,4,4,4,2,2,2,4,69,30,11,141,124,29,11,2
"44809",0.5,0.5,0.4,0.523735511625712,0.456301251017445,21020,0.00699975866444998,0.00265142745696994,879,0.5,0.5,0.5,0.5,4,4,5,5,3,2,2,2,4,45,123,128,3,57,138,130
"44810",0.5,0.5,0.4,0.50753383645979,0.473994242670544,22051,0.0274356070485356,0.014583199356185,932,0.5,0.5,0.5,0.5,4,4,4,4,2,2,3,3,43,70,196,92,46,72,238,81
"44901",0.5,0.5,0.45,0.486462112822729,0.496271177037944,23424,0.00629527382519058,0.00254846962612683,1019,0.5,0.5,0.5,0.5,4,4,5,5,3,2,2,2,13,1,206,57,20,1,75,122
"44902",0.5,0.5,0.45,0.480876197144357,0.475957851495171,22362,0.0174566600915718,0.00673762968484997,985,0.5,0.5,0.5,0.5,5,4,4,5,3,4,2,3,227,177,64,282,30,66,58,115
"44903",0.5,0.5,0.45,0.481247824921697,0.479316878256238,23306,0.00912656318468753,0.00351020749196529,994,0.5,0.5,0.5,0.5,4,5,5,4,2,3,2,1,39,159,62,25,28,99,124,36
"44904",0.5,0.5,0.45,0.523918597964949,0.531495345764792,22339,0.0200676929212448,0.00821847589627992,1005,0.5,0.5,0.5,0.5,4,5,4,4,2,2,3,3,364,956,589,1,302,438,360,1
"44905",0.5,0.5,0.45,0.538150977591608,0.539998914920807,14190,0.0144820384553755,0.00736783344689299,1014,0.5,0.5,0.5,0.5,5,4,4,4,2,2,3,3,42,298,4,43,162,304,3,48
"44906",0.5,0.5,0.45,0.461671153145142,0.491078051021674,25202,0.0163471176729035,0.00557940675200411,1038,0.5,0.5,0.5,0.5,4,5,5,4,4,3,2,3,520,801,378,25,1,16,7,54
"44907",0.5,0.5,0.45,0.479534988374709,0.49522765691258,22534,0.00357433561332848,0.00147360567579019,1005,0.5,0.5,0.5,0.5,5,5,4,4,2,2,2,3,736,739,407,472,439,13,302,316
"44908",0.5,0.5,0.45,0.51432268195274,0.530397778228694,21776,0.00588402169124519,0.00283473244107477,1038,0.5,0.5,0.5,0.5,5,4,4,4,2,3,3,3,42,278,884,27,62,20,412,61
"44909",0.5,0.5,0.45,0.518309046010502,0.502534080971568,22732,0.00276352420651813,0.00176404492520518,976,0.5,0.5,0.5,0.5,4,4,5,5,3,2,2,2,105,372,160,72,93,188,149,45
"44910",0.5,0.5,0.45,0.507226841496645,0.516004158588534,20384,0.024837309477749,0.00886264136287794,1018,0.5,0.5,0.5,0.5,4,4,4,4,2,2,2,2,35,31,69,16,18,35,38,23
"45001",0.5,0.6,0,0.854382870386227,0.438331684414571,1189,0.812415323088496,0.718569815057379,193,0.520168193103746,0.58983896849677,0.594467526860535,0.566079779248685,4,4,5,5,4,4,5,3,3,1,3,32,3,1,3,84
"45002",0.5,0.6,0,0.800066504880755,0.344569630550031,1915,0.64161114238866,0.52519988685958,171,0.508513596886769,0.522543661645614,0.527453052299097,0.527230506623164,5,4,4,5,5,4,4,3,112,14,1,146,56,5,1,87
"45003",0.5,0.6,0,0.836753416690899,0.357907924154084,1614,0.731727539599787,0.435072827963007,183,0.594383933884092,0.594347495865077,0.512915897672065,0.583344881562516,4,5,5,4,4,4,2,4,1,96,80,3,1,21,20,3
"45004",0.5,0.6,0,0.808015166960121,0.404998947796748,1863,0.678932001316257,0.65572774456524,216,0.560210067476146,0.560439405404031,0.512463344424032,0.529460092424415,4,5,4,4,4,3,4,4,1,182,19,37,1,92,9,11
"45005",0.5,0.6,0,0.752259264685875,0.321648225217888,2231,0.833830430072935,0.763182665329451,214,0.581357421493158,0.5260427771369,0.572440589265898,0.590609215130098,5,4,4,4,3,4,4,4,103,5,1,2,45,4,1,2
"45006",0.5,0.6,0,0.810511091015185,0.386270461914281,1646,0.68763115024134,0.563433547002773,200,0.510465012793429,0.570105745922774,0.552795998426154,0.580793520086445,4,5,5,4,4,5,3,4,24,110,174,1,5,58,83,1
"45007",0.5,0.6,0,0.799884114152687,0.359982352610733,1583,0.859039103381514,0.7635425810402,211,0.580748338904232,0.597807572525926,0.595793371647596,0.576273185643367,5,5,4,4,3,5,4,4,163,194,5,1,85,108,3,1
